,trade_number,entry_type,entry_price,entry_date,entry_time,exit_type,exit_price,exit_date,exit_time,size,pnl,pnl_percentage
165,166,BUY,84317.2,2025-03-16,04:15:00,SELL,84008.9,2025-03-16,07:15:00,0.08717670953367894,-26.876579549233472,-0.3656430716390048
166,167,BUY,84313.3,2025-03-16,07:45:00,SELL,84149.9,2025-03-16,08:30:00,0.08671277692257574,-14.168867749149634,-0.19380097801889942
167,168,BUY,84115.6,2025-03-16,16:15:00,SELL,83113.7,2025-03-16,19:45:00,0.08659167984458298,-86.75620403628844,-1.191098916253357
168,169,BUY,83135.7,2025-03-17,01:45:00,SELL,82868.6,2025-03-17,06:30:00,0.08645547073753644,-23.09225623399523,-0.3212819522780121
169,170,BUY,83340.2,2025-03-17,07:30:00,SELL,83156.6,2025-03-17,12:30:00,0.08581649737181345,-15.755908917464199,-0.2203018471277862
170,171,BUY,83499.1,2025-03-17,16:00:00,SELL,83800.1,2025-03-17,23:30:00,0.08531146693020493,25.678751545991684,0.36048292736089366
171,172,BUY,84062.6,2025-03-17,23:45:00,SELL,83963.0,2025-03-18,00:00:00,0.08486849758232311,-8.452902359199875,-0.11848313042899675
172,173,BUY,83247.5,2025-03-18,09:00:00,SELL,82813.0,2025-03-18,10:00:00,0.0854402749462061,-37.12379946412655,-0.5219375957235953
173,174,BUY,82273.5,2025-03-18,20:00:00,SELL,85860.0,2025-03-20,03:30:00,0.08585927277865091,307.9342818206315,4.359240824809932
174,175,BUY,86013.5,2025-03-20,08:45:00,SELL,85508.9,2025-03-20,10:15:00,0.08536740505825723,-43.07639259239709,-0.5866520953106266
175,176,BUY,86299.9,2025-03-20,14:30:00,SELL,84642.0,2025-03-20,16:00:00,0.0844488227410303,-140.00770322235365,-1.9210914497003986
176,177,BUY,84468.8,2025-03-21,01:00:00,SELL,84199.9,2025-03-21,06:15:00,0.08454250077550403,-22.73347845853377,-0.3183423938779866
177,178,BUY,83976.8,2025-03-21,18:00:00,SELL,84024.2,2025-03-22,02:00:00,0.08461932456291217,4.010955984281544,0.05644416076820524
178,179,BUY,84135.8,2025-03-22,02:30:00,SELL,84199.3,2025-03-22,08:45:00,0.08434428166106933,5.3558618854779025,0.07547322305130515
