trade_number,entry_type,entry_price,entry_date,entry_time,exit_type,exit_price,exit_date,exit_time,size,pnl,pnl_percentage
187,SELL,87260.2,2025-03-27,07:45:00,BUY,87443.2,2025-03-27,08:45:00,0.08637094463746195,-15.805882868655537,-0.20971760321429472
188,SELL,87146.4,2025-03-27,11:00:00,BUY,87222.1,2025-03-27,15:30:00,0.08614683873389897,-6.521315692157155,-0.0868653208853282
189,SELL,86821.5,2025-03-27,17:30:00,BUY,87080.0,2025-03-27,18:15:00,0.08623359423090932,-22.291384108690057,-0.2977373116106034
190,SELL,87029.0,2025-03-28,00:15:00,BUY,87465.2,2025-03-28,01:45:00,0.08562096361899882,-37.34786433060704,-0.5012122395982915
191,SELL,87049.9,2025-03-28,02:45:00,BUY,84200.9,2025-03-28,22:30:00,0.08502977060526598,242.24981645440278,3.272835465635228
192,SELL,83822.0,2025-03-29,03:00:00,BUY,82614.3,2025-03-29,20:30:00,0.09088458781651922,109.76131670600999,1.4407912004008459
193,SELL,82315.9,2025-03-29,22:45:00,BUY,82604.8,2025-03-30,00:00:00,0.09363974747878259,-27.052523046621108,-0.35096500190122293
194,SELL,83017.8,2025-03-30,11:45:00,BUY,82120.0,2025-03-31,05:45:00,0.09236163786999559,82.9222784796823,1.0814548205324677
195,SELL,81548.7,2025-03-31,09:15:00,BUY,82081.5,2025-03-31,11:15:00,0.0948139651923951,-50.516880654508384,-0.6533519234518795
196,SELL,82426.7,2025-03-31,20:00:00,BUY,82813.4,2025-04-01,02:15:00,0.09304298073294726,-35.97972064943043,-0.46914410015201036
197,SELL,83638.8,2025-04-01,13:30:00,BUY,84865.7,2025-04-01,15:15:00,0.09111118648732691,-111.78431470130086,-1.4669029206540434
198,SELL,84857.6,2025-04-02,01:15:00,BUY,84621.3,2025-04-02,09:00:00,0.08837924317830168,20.88401516303294,0.27846651331171624
199,SELL,85623.2,2025-04-02,21:00:00,BUY,83637.1,2025-04-03,08:45:00,0.08765524081475445,174.09207378218306,2.319581608722859
200,SELL,83330.1,2025-04-03,10:45:00,BUY,82324.1,2025-04-03,21:00:00,0.09188231344423486,92.43360732490028,1.2072468411774375
201,SELL,82729.9,2025-04-04,04:45:00,BUY,83049.9,2025-04-04,05:30:00,0.09343544830081862,-29.89934345626196,-0.3868009026966067
202,SELL,82534.5,2025-04-04,11:00:00,BUY,83402.2,2025-04-04,16:15:00,0.09313443893949273,-80.81275266779757,-1.051317933712565
203,SELL,83719.1,2025-04-05,00:15:00,BUY,84152.0,2025-04-05,01:30:00,0.09072411459024271,-39.27446920611554,-0.5170863040811405
204,SELL,83725.9,2025-04-05,03:30:00,BUY,83804.2,2025-04-05,10:00:00,0.09009830908929053,-7.054697601691711,-0.09351944858162518
205,SELL,83460.0,2025-04-05,11:45:00,BUY,83016.0,2025-04-05,19:15:00,0.09013346047393406,40.019256450426724,0.5319913731128685
206,SELL,83068.0,2025-04-06,07:00:00,BUY,77196.8,2025-04-07,10:30:00,0.09084465826819933,533.3671576242516,7.067944334761879
207,SELL,79454.5,2025-04-08,06:15:00,BUY,79949.7,2025-04-08,12:00:00,0.10117931183037865,-50.10399521840321,-0.6232497844678364
208,SELL,78440.4,2025-04-08,15:00:00,BUY,76593.9,2025-04-09,05:30:00,0.10168510972614159,187.76155510932045,2.354016552694785
209,SELL,76528.9,2025-04-09,11:30:00,BUY,77648.8,2025-04-09,14:00:00,0.10636018394372307,-119.1127699985764,-1.463368740436631
210,SELL,81700.9,2025-04-10,03:15:00,BUY,80405.8,2025-04-11,02:00:00,0.09805145719822819,126.98644221742448,1.5851722563643624
211,SELL,83180.7,2025-04-11,23:30:00,BUY,83340.7,2025-04-12,05:45:00,0.09757587230288409,-15.612139568461455,-0.1923523124955669
212,SELL,83293.2,2025-04-12,10:45:00,BUY,83560.0,2025-04-12,11:30:00,0.09708081199229565,-25.901160639544763,-0.3203142633492325
213,SELL,84791.6,2025-04-13,02:30:00,BUY,85465.9,2025-04-13,03:45:00,0.0948935606377452,-63.98672793803049,-0.7952438684963938
214,SELL,85095.3,2025-04-13,04:15:00,BUY,84685.4,2025-04-13,17:30:00,0.0936598460775714,38.391170907197335,0.48169522876117565
215,SELL,83490.1,2025-04-13,19:45:00,BUY,84740.0,2025-04-14,00:30:00,0.09571669565299738,-119.63629789668087,-1.4970637237229254
216,SELL,84258.5,2025-04-14,07:15:00,BUY,84573.8,2025-04-14,08:30:00,0.09331326061576103,-29.421671072149724,-0.3742055697644782
217,SELL,84404.3,2025-04-14,10:00:00,BUY,84755.7,2025-04-14,10:45:00,0.09264360075553972,-32.55496130549612,-0.4163294998003587
218,SELL,84474.7,2025-04-14,14:15:00,BUY,85045.7,2025-04-14,14:30:00,0.09202491074699952,-52.54622403653673,-0.6759420276130014
219,SELL,84205.7,2025-04-14,15:45:00,BUY,84894.6,2025-04-14,18:15:00,0.09154930489161092,-63.068316139831566,-0.8181156382525278
220,SELL,84666.3,2025-04-14,22:00:00,BUY,84876.2,2025-04-15,01:00:00,0.09016989567753422,-18.926661102713908,-0.2479144594720617
221,SELL,85549.3,2025-04-15,12:00:00,BUY,85651.8,2025-04-15,12:15:00,0.08885926433406498,-9.10807459424166,-0.119813955228155
222,SELL,85454.6,2025-04-15,12:30:00,BUY,85783.1,2025-04-15,13:00:00,0.0886872580188155,-29.13376425918089,-0.38441464824596916
223,SELL,84910.1,2025-04-15,14:30:00,BUY,83700.0,2025-04-16,09:00:00,0.08876031892351811,107.40886192934978,1.4251543691504376
224,SELL,83699.9,2025-04-16,18:45:00,BUY,84412.9,2025-04-16,21:15:00,0.09109281500565193,-64.94917709902982,-0.8518528695972157
225,SELL,84194.3,2025-04-16,23:30:00,BUY,84364.3,2025-04-17,05:45:00,0.08965237051562376,-15.240902987656039,-0.20191390628581746
226,SELL,84193.4,2025-04-17,10:15:00,BUY,84633.3,2025-04-17,11:45:00,0.0893108437568132,-39.28784016862291,-0.5224875108975392
227,SELL,84132.1,2025-04-17,14:15:00,BUY,84568.8,2025-04-17,16:15:00,0.08876202944463361,-38.76237825847124,-0.5190646614074735
228,SELL,84765.2,2025-04-18,00:45:00,BUY,85100.0,2025-04-18,01:30:00,0.08749672364779283,-29.293903077281296,-0.39497340889893834
229,SELL,84790.6,2025-04-18,02:15:00,BUY,84923.9,2025-04-18,02:30:00,0.08697567723096733,-11.593857774886933,-0.15721082289780747
230,SELL,84854.2,2025-04-18,03:00:00,BUY,84581.7,2025-04-18,18:30:00,0.08661552885545909,23.602731613112603,0.32113908327460516
231,SELL,84436.6,2025-04-18,20:45:00,BUY,84622.8,2025-04-18,21:45:00,0.08714423956121015,-16.226257406297076,-0.2205204851924368
232,SELL,84441.4,2025-04-18,22:30:00,BUY,84625.9,2025-04-19,02:15:00,0.08679108994890017,-16.012956095572083,-0.2184947194148842
233,SELL,85079.9,2025-04-19,16:30:00,BUY,85277.1,2025-04-19,21:15:00,0.08579710338212236,-16.91918878695553,-0.23178212480269916
234,SELL,85076.7,2025-04-19,23:30:00,BUY,85217.0,2025-04-20,01:30:00,0.08544809415033476,-11.988367609292215,-0.1649100164910051
235,SELL,85085.0,2025-04-20,03:45:00,BUY,84584.5,2025-04-20,15:00:00,0.08514353597784691,42.61433975691238,0.5882352941176471
236,SELL,84304.6,2025-04-20,16:00:00,BUY,84498.3,2025-04-20,16:30:00,0.08624922078092459,-16.706474065264842,-0.22976207703968354
237,SELL,87120.2,2025-04-21,11:15:00,BUY,87637.1,2025-04-21,14:15:00,0.08312073572262718,-42.96510829502672,-0.5933181971575006
238,SELL,86807.9,2025-04-21,17:15:00,BUY,87466.0,2025-04-22,00:00:00,0.08279060557668938,-54.484497530019766,-0.7581107249455474
239,SELL,93564.6,2025-04-23,11:30:00,BUY,93927.9,2025-04-23,13:15:00,0.07611224231766955,-27.65157763400846,-0.3882878781077334
240,SELL,92992.3,2025-04-23,14:00:00,BUY,93806.1,2025-04-23,17:15:00,0.07615263203222222,-61.97301194782267,-0.8751262201279062
241,SELL,92948.7,2025-04-23,19:30:00,BUY,93588.0,2025-04-23,20:15:00,0.07540930928847353,-48.209171428121344,-0.6877987535059693
242,SELL,93225.2,2025-04-23,22:15:00,BUY,93673.1,2025-04-23,22:45:00,0.07455095644515031,-33.391373391783475,-0.4804494921973981
243,SELL,93267.3,2025-04-24,00:30:00,BUY,92575.2,2025-04-24,12:00:00,0.07403526527481256,51.23980709669821,0.74206072224671
244,SELL,93197.9,2025-04-25,02:45:00,BUY,93491.0,2025-04-25,07:00:00,0.07447181254894296,-21.827688258095616,-0.3144920647353705
245,SELL,94647.7,2025-04-25,21:30:00,BUY,94963.5,2025-04-26,01:30:00,0.0729732117012344,-23.044940255250037,-0.33365839846082146
246,SELL,94685.0,2025-04-26,04:00:00,BUY,94325.0,2025-04-26,16:00:00,0.07257434596023307,26.126764545683905,0.38020805829856896
247,SELL,94100.0,2025-04-26,16:45:00,BUY,94252.3,2025-04-26,17:00:00,0.07315080722943275,-11.14086794104282,-0.1618490967056354
248,SELL,94107.5,2025-04-26,19:00:00,BUY,94311.7,2025-04-26,22:00:00,0.07289350167039506,-14.884853041094459,-0.21698589379167132
249,SELL,94287.8,2025-04-27,02:30:00,BUY,94188.4,2025-04-27,09:45:00,0.07246575640514148,7.203096186671696,0.1054219103638103
250,SELL,93980.9,2025-04-27,10:30:00,BUY,94010.0,2025-04-27,17:30:00,0.07263707066756009,-2.113738756426421,-0.030963738376633784
251,SELL,93766.2,2025-04-27,22:30:00,BUY,93800.0,2025-04-28,04:00:00,0.07264354965492444,-2.4553519783366573,-0.03604710439369721
252,SELL,93915.4,2025-04-28,14:00:00,BUY,94624.4,2025-04-28,19:30:00,0.0723655554338692,-51.307178802613265,-0.7549347604333262
253,SELL,94400.0,2025-04-29,03:15:00,BUY,94838.7,2025-04-29,07:30:00,0.07134050636653795,-31.29708014299999,-0.46472457627118335
254,SELL,94775.8,2025-04-29,13:45:00,BUY,95110.2,2025-04-29,14:45:00,0.0706085956143469,-23.611514373437192,-0.352832685136917
255,SELL,94790.6,2025-04-29,16:00:00,BUY,94903.0,2025-04-29,16:15:00,0.07022641390046078,-7.893448922411382,-0.11857715849461252
256,SELL,94875.5,2025-04-29,20:45:00,BUY,94664.3,2025-04-30,02:45:00,0.06995121743161975,14.773697121557888,0.222607522489997
257,SELL,94523.1,2025-04-30,07:45:00,BUY,94952.2,2025-04-30,09:45:00,0.0702272368228027,-30.134507320664024,-0.45396310531498785
258,SELL,94499.0,2025-04-30,13:00:00,BUY,94596.7,2025-04-30,20:15:00,0.06980836152454276,-6.820276920947624,-0.10338733743213906
259,SELL,94121.0,2025-04-30,23:45:00,BUY,94485.5,2025-05-01,01:15:00,0.06988679066530494,-25.47373519750365,-0.3872674535969656
260,SELL,96452.2,2025-05-01,19:45:00,BUY,96760.6,2025-05-02,00:45:00,0.0678167917121524,-20.91469856402839,-0.3197438731309485
261,SELL,96650.0,2025-05-02,06:00:00,BUY,96845.1,2025-05-02,10:45:00,0.06734370053822218,-13.13875597500754,-0.201862390067259
262,SELL,96837.5,2025-05-02,19:45:00,BUY,96288.0,2025-05-03,14:00:00,0.06695657876934455,36.79264003375483,0.567445462759778
263,SELL,95985.6,2025-05-03,17:15:00,BUY,96312.0,2025-05-03,20:00:00,0.06778700381091546,-22.12567804388241,-0.3400510076511416
264,SELL,96128.8,2025-05-03,23:00:00,BUY,95994.5,2025-05-04,06:15:00,0.06733854291965044,9.04356631410925,0.1397083912417537
265,SELL,95790.1,2025-05-04,07:45:00,BUY,95610.1,2025-05-04,15:15:00,0.06753795560176434,12.156832008317583,0.18791085926416193
266,SELL,95411.7,2025-05-04,15:45:00,BUY,95558.2,2025-05-04,19:45:00,0.06779821369698633,-9.932438306608496,-0.1535451102956975
267,SELL,95167.7,2025-05-04,22:30:00,BUY,94697.8,2025-05-05,06:00:00,0.06774357463570739,31.832705721318508,0.49375996267640615
268,SELL,94315.2,2025-05-05,10:30:00,BUY,94322.8,2025-05-05,17:30:00,0.06854705257863877,-0.5209575995980537,-0.00805808607732987
269,SELL,94011.3,2025-05-05,20:45:00,BUY,94548.9,2025-05-05,21:15:00,0.06863270706485392,-36.896943318064864,-0.5718461504095692
270,SELL,94254.8,2025-05-06,02:00:00,BUY,94097.4,2025-05-06,15:00:00,0.06795314812324248,10.695825514598958,0.16699414777815955
271,SELL,96312.1,2025-05-07,05:45:00,BUY,96545.2,2025-05-07,06:30:00,0.06648073095570459,-15.49665838577416,-0.24202566448036253
272,SELL,96754.5,2025-05-07,16:15:00,BUY,97102.1,2025-05-07,21:30:00,0.06589884698706301,-22.906439212703486,-0.359259776031095
273,SELL,99212.8,2025-05-08,13:15:00,BUY,99581.0,2025-05-08,14:45:00,0.06392433734363877,-23.53694100992761,-0.37112146819764896
274,SELL,102419.5,2025-05-09,04:00:00,BUY,102801.3,2025-05-09,05:00:00,0.061586647423365906,-23.51378198624128,-0.3727805740117877
275,SELL,102535.5,2025-05-09,09:30:00,BUY,103229.6,2025-05-09,10:45:00,0.061182075896613564,-42.46647887983983,-0.6769362806052595
276,SELL,102898.4,2025-05-09,12:15:00,BUY,103072.1,2025-05-09,12:30:00,0.06045788607984531,-10.501534812069835,-0.16880728952054808
277,SELL,102951.8,2025-05-09,12:45:00,BUY,103217.3,2025-05-09,13:45:00,0.060214774474481536,-15.987022622974848,-0.25788767170656557
278,SELL,102826.1,2025-05-09,15:30:00,BUY,103064.8,2025-05-09,18:15:00,0.06002598603548127,-14.328202866669203,-0.23213950543684636
279,SELL,102773.1,2025-05-09,21:45:00,BUY,102967.1,2025-05-10,02:30:00,0.0598103138556415,-11.60320088799445,-0.18876534813097978
280,SELL,103374.7,2025-05-10,12:00:00,BUY,103671.2,2025-05-10,12:30:00,0.05924252406688162,-17.565408385830402,-0.28682066308294
281,SELL,103513.1,2025-05-10,14:15:00,BUY,103719.00000000001,2025-05-10,22:00:00,0.05888942149223198,-12.125331885251079,-0.19891202176343742
282,SELL,103800.0,2025-05-11,06:00:00,BUY,104228.9,2025-05-11,09:15:00,0.05850404441193913,-25.09238464828035,-0.41319845857417553
283,SELL,103899.90000000001,2025-05-11,14:15:00,BUY,104490.60000000002,2025-05-11,19:00:00,0.05810702636322499,-34.32382047275768,-0.5685279774090366
284,SELL,104137.9,2025-05-11,21:30:00,BUY,104362.6,2025-05-12,00:30:00,0.057550643425324836,-12.93162957767116,-0.21577158748161013
285,SELL,103974.0,2025-05-12,02:15:00,BUY,104299.7,2025-05-12,06:45:00,0.05741440038908965,-18.69987020672633,-0.31325138977051675
286,SELL,104115.9,2025-05-12,11:45:00,BUY,102700.1,2025-05-12,22:30:00,0.057055697550958365,80.77945659264618,1.35983072710315
287,SELL,102230.7,2025-05-13,01:00:00,BUY,102616.6,2025-05-13,05:15:00,0.05874879120706033,-22.671158526805094,-0.3774795633796978
288,SELL,104090.5,2025-05-13,23:15:00,BUY,103663.4,2025-05-14,11:00:00,0.057382370571348776,24.508010471023397,0.4103160230760788
289,SELL,103040.8,2025-05-14,14:30:00,BUY,103452.6,2025-05-14,20:45:00,0.0580829254518437,-23.918548701069405,-0.3996475182646126
290,SELL,102979.2,2025-05-15,02:00:00,BUY,102477.9,2025-05-15,12:30:00,0.05778642908669218,28.96833690115896,0.4867973338305239
291,SELL,101980.1,2025-05-15,14:30:00,BUY,102952.5,2025-05-15,15:45:00,0.058511819048303146,-56.89689284256964,-0.9535193630914209
292,SELL,103646.5,2025-05-16,08:00:00,BUY,103953.7,2025-05-16,14:00:00,0.05693961672915016,-17.491850259194763,-0.29639206340783053
293,SELL,103556.5,2025-05-16,14:15:00,BUY,103775.6,2025-05-16,14:30:00,0.056720306803861954,-12.427419220726485,-0.21157532361561643
294,SELL,103301.1,2025-05-16,14:45:00,BUY,104060.7,2025-05-16,15:15:00,0.05663804923604478,-43.02226219969912,-0.7353261485114787
295,SELL,103635.2,2025-05-16,19:00:00,BUY,103457.7,2025-05-17,04:15:00,0.055953424120392496,9.931732781369668,0.17127385289940097
296,SELL,103110.0,2025-05-17,09:15:00,BUY,103049.8,2025-05-17,15:30:00,0.05622317201552982,3.3846349553347315,0.058384249830275514
297,SELL,102900.1,2025-05-17,16:00:00,BUY,103188.59999999999,2025-05-17,17:30:00,0.05626215024028827,-16.231630344322348,-0.2803690181058963
298,SELL,102885.1,2025-05-17,22:30:00,BUY,103177.3,2025-05-18,00:15:00,0.05601335827215449,-16.36710328712338,-0.28400613888696913
299,SELL,104455.7,2025-05-18,19:00:00,BUY,105185.2,2025-05-18,22:45:00,0.054917310250737275,-40.06217782791284,-0.6983821849836821
300,SELL,104551.6,2025-05-19,02:15:00,BUY,103419.6,2025-05-19,14:15:00,0.054398304251605925,61.57888041281791,1.0827189636504844
301,SELL,105666.1,2025-05-20,04:45:00,BUY,106181.1,2025-05-20,05:00:00,0.05427646204981414,-27.952377955654285,-0.4873843172029628
302,SELL,105440.1,2025-05-20,06:30:00,BUY,105294.5,2025-05-20,16:00:00,0.0540374042759711,7.867846062581706,0.13808788117614249
303,SELL,106463.69999999998,2025-05-21,08:00:00,BUY,107088.3,2025-05-21,13:45:00,0.05348645158891365,-33.40763766243656,-0.5866788398299331
304,SELL,106566.9,2025-05-21,18:00:00,BUY,108547.2,2025-05-21,20:00:00,0.05303501559423689,-105.02524138126746,-1.8582693125163658
305,SELL,110374.6,2025-05-22,09:00:00,BUY,110879.0,2025-05-22,10:45:00,0.050203214959330125,-25.322501625485824,-0.45698919860184695
306,SELL,110475.1,2025-05-22,11:30:00,BUY,110943.99999999999,2025-05-22,12:00:00,0.04984431892615171,-23.372001144471522,-0.42443953433848863
307,SELL,111014.7,2025-05-22,20:30:00,BUY,111662.6,2025-05-23,00:00:00,0.04930759622837407,-31.94639159636399,-0.5836164039537185
308,SELL,111157.0,2025-05-23,03:15:00,BUY,111043.8,2025-05-23,09:30:00,0.048877519312398095,5.532935186163322,0.10183794093039313
309,SELL,110326.9,2025-05-23,11:45:00,BUY,108128.6,2025-05-24,03:45:00,0.04919948732029257,108.15523297619859,1.9925330993619765
310,SELL,107550.70000000001,2025-05-24,08:00:00,BUY,108297.0,2025-05-24,09:30:00,0.05132987603364052,-38.30748648390532,-0.6939052930385281
311,SELL,108661.8,2025-05-24,21:30:00,BUY,108196.20000000001,2025-05-25,05:00:00,0.05037314264967719,23.45373521768926,0.4284854475077638
312,SELL,107923.8,2025-05-25,06:45:00,BUY,107500.0,2025-05-25,13:30:00,0.05082794350941566,21.540882459290504,0.3926844681154693
313,SELL,107235.3,2025-05-25,15:15:00,BUY,107328.8,2025-05-25,18:15:00,0.0512481111794126,-4.791698395275079,-0.08719143789405168
314,SELL,109656.8,2025-05-26,14:30:00,BUY,109836.0,2025-05-26,15:30:00,0.04997960236585966,-8.956344743961905,-0.16341895805822992
315,SELL,109543.8,2025-05-26,16:45:00,BUY,109631.70000000001,2025-05-26,22:15:00,0.04985839523955908,-4.3825529415576785,-0.08024187585240675
316,SELL,109143.8,2025-05-26,23:00:00,BUY,109458.4,2025-05-27,00:15:00,0.049907858251024756,-15.701012205771953,-0.28824358323605304
317,SELL,109212.6,2025-05-27,00:45:00,BUY,109074.3,2025-05-27,06:15:00,0.04964498448943389,6.865901354888852,0.12663374006296244
318,SELL,109599.2,2025-05-27,15:30:00,BUY,109952.39999999998,2025-05-27,15:45:00,0.04943540160478301,-17.460583846808497,-0.3222651260228018
319,SELL,109608.7,2025-05-27,19:30:00,BUY,109029.8,2025-05-28,08:45:00,0.04918571219680045,28.473608790727493,0.5281515062216724
320,SELL,108550.7,2025-05-28,09:30:00,BUY,108835.39999999998,2025-05-28,12:15:00,0.049820182688801645,-14.183806011500959,-0.2622737577924256
321,SELL,108453.2,2025-05-28,13:45:00,BUY,107904.7,2025-05-28,23:30:00,0.04964590578629073,27.230779323780467,0.505748101485249
322,SELL,107344.3,2025-05-29,04:45:00,BUY,107955.7,2025-05-29,07:15:00,0.05030464966901097,-30.756262807633014,-0.5695691340853628
323,SELL,107539.20000000001,2025-05-29,13:45:00,BUY,106089.9,2025-05-30,03:30:00,0.049846101647379855,72.2419551175485,1.3476946081057115
324,SELL,105671.4,2025-05-30,07:00:00,BUY,105863.4,2025-05-30,11:00:00,0.05128084301536192,-9.845921858949488,-0.18169533099779128
325,SELL,105174.1,2025-05-30,14:30:00,BUY,103940.6,2025-05-31,00:00:00,0.051336496455438446,63.323568377783324,1.1728172620445527
