trade_number,entry_type,entry_price,entry_date,entry_time,exit_type,exit_price,exit_date,exit_time,size,pnl,pnl_percentage
193,SELL,119.34,2025-04-06,07:00:00,BUY,101.42,2025-04-07,10:45:00,72.46107110819817,1298.5023942589114,15.01592089827384
194,SELL,100.29,2025-04-07,11:00:00,BUY,102.15,2025-04-07,12:30:00,98.36633970617507,-182.96139185348557,-1.8546215973676332
195,SELL,109.26,2025-04-08,06:45:00,BUY,109.8,2025-04-08,11:30:00,88.5267185534676,-47.8044280188718,-0.49423393739702726
196,SELL,107.77,2025-04-08,15:00:00,BUY,106.17,2025-04-09,00:30:00,89.16659273121694,142.66654836994658,1.4846432216757859
197,SELL,104.93,2025-04-09,00:45:00,BUY,105.28,2025-04-09,05:15:00,92.69039138340717,-32.44163698419199,-0.3335557038025296
198,SELL,104.78000000000002,2025-04-09,11:30:00,BUY,106.58000000000001,2025-04-09,14:30:00,92.3522903980899,-166.23412271656156,-1.717885092574916
199,SELL,117.02999999999999,2025-04-10,01:45:00,BUY,111.68000000000002,2025-04-10,20:30:00,81.1705995406486,434.26270754246724,4.571477398957503
200,SELL,120.54,2025-04-12,02:45:00,BUY,121.89,2025-04-12,04:45:00,82.0899306535006,-110.82140638222535,-1.1199601791936238
201,SELL,131.34,2025-04-13,02:30:00,BUY,132.74,2025-04-13,02:45:00,74.39419747309223,-104.15187646232955,-1.065935739302578
202,SELL,131.74,2025-04-13,04:00:00,BUY,131.41,2025-04-13,10:00:00,73.27558748133792,24.18094386884243,0.25049339608320365
203,SELL,129.19,2025-04-13,11:45:00,BUY,129.57,2025-04-13,17:00:00,74.75794909949245,-28.40802065780679,-0.2941404133446826
204,SELL,128.17,2025-04-13,20:00:00,BUY,131.0,2025-04-14,00:30:00,75.00479616085345,-212.26357313521618,-2.208004993368193
205,SELL,131.49,2025-04-14,14:00:00,BUY,130.21,2025-04-15,02:15:00,71.4366994077165,91.4389752418772,0.9734580576469701
206,SELL,128.98,2025-04-15,02:30:00,BUY,130.3,2025-04-15,03:45:00,73.35714087132189,-96.83142595014648,-1.0234144828655773
207,SELL,130.35,2025-04-15,14:30:00,BUY,125.65000000000002,2025-04-16,11:15:00,71.74731576967622,337.2123841174764,3.6056770233985227
208,SELL,125.1,2025-04-16,11:30:00,BUY,125.73,2025-04-16,11:45:00,77.1738445654358,-48.6195220762253,-0.503597122302166
209,SELL,124.81,2025-04-16,13:30:00,BUY,125.78,2025-04-16,13:45:00,76.83574849373346,-74.53067603892137,-0.7771813155997107
210,SELL,124.58,2025-04-16,14:00:00,BUY,126.56,2025-04-16,14:30:00,76.25631327202511,-150.98750027861,-1.5893401830149332
211,SELL,130.91,2025-04-17,03:15:00,BUY,131.78,2025-04-17,05:30:00,71.34017634487472,-62.06595342004133,-0.6645787182033492
212,SELL,132.56,2025-04-17,11:15:00,BUY,133.29,2025-04-17,11:45:00,69.8730876296068,-51.00735396961225,-0.550694025347005
213,SELL,133.03,2025-04-17,12:00:00,BUY,133.54,2025-04-17,12:15:00,69.1293132194282,-35.25594974190775,-0.3833721716905893
214,SELL,131.71,2025-04-17,14:15:00,BUY,134.83,2025-04-17,16:30:00,69.43491742731806,-216.63694237323264,-2.3688406347278144
215,SELL,132.59,2025-04-17,19:45:00,BUY,134.36,2025-04-17,20:30:00,67.28928316879832,-119.10203120877371,-1.3349423033411345
216,SELL,133.84,2025-04-18,04:15:00,BUY,134.79,2025-04-18,07:45:00,65.68794377815168,-62.40354658924335,-0.709802749551695
217,SELL,133.77,2025-04-18,10:45:00,BUY,134.83,2025-04-18,13:00:00,65.15382792320979,-69.06305759860253,-0.7924048740375287
218,SELL,134.01,2025-04-18,14:30:00,BUY,134.03,2025-04-18,18:30:00,64.42349342808699,-1.288469868562399,-0.014924259383635724
219,SELL,133.42,2025-04-18,23:15:00,BUY,134.08,2025-04-19,01:00:00,64.57625272375402,-42.62032679767927,-0.49467845900166774
220,SELL,138.22,2025-04-19,16:30:00,BUY,138.86,2025-04-19,21:30:00,61.92203651947648,-39.63010337246586,-0.46302995225004684
221,SELL,140.16,2025-04-20,06:45:00,BUY,137.66,2025-04-20,20:15:00,60.6757209069938,151.6893022674845,1.783675799086758
222,SELL,136.67,2025-04-20,23:00:00,BUY,137.46,2025-04-20,23:15:00,63.16217847778875,-49.898120997454406,-0.5780346820809399
223,SELL,139.95,2025-04-21,09:45:00,BUY,137.11,2025-04-22,01:00:00,61.23011378213488,173.8935231412615,2.0292961772061275
224,SELL,149.94,2025-04-23,14:00:00,BUY,151.92,2025-04-23,18:15:00,58.14483844361556,-115.12678011835821,-1.3205282112845071
225,SELL,150.56,2025-04-23,19:00:00,BUY,151.18,2025-04-23,22:45:00,57.072020021503256,-35.384652413332276,-0.4117959617428298
226,SELL,150.09,2025-04-24,00:30:00,BUY,148.05,2025-04-24,12:45:00,56.9139671443096,116.10449297439114,1.3591844893064107
227,SELL,151.15,2025-04-25,03:15:00,BUY,152.13,2025-04-25,06:15:00,57.1379204985704,-55.99516208859841,-0.6483625537545417
228,SELL,153.37,2025-04-25,13:45:00,BUY,155.69,2025-04-25,14:15:00,55.856679469729286,-129.58749636977157,-1.5126817500162961
229,SELL,152.72,2025-04-25,15:45:00,BUY,151.84,2025-04-26,01:30:00,55.18453864600898,48.56239400848765,0.5762179151388132
230,SELL,151.28,2025-04-26,04:00:00,BUY,151.61000000000004,2025-04-26,07:00:00,55.90559570336175,-18.448846582111663,-0.21813855103122748
231,SELL,150.66,2025-04-26,09:00:00,BUY,149.14999999999998,2025-04-26,17:45:00,55.90884403108184,84.42235448693467,1.002256737023775
232,SELL,148.61,2025-04-26,18:15:00,BUY,149.18,2025-04-26,22:30:00,57.11636389154953,-32.556327418182846,-0.3835542695646276
233,SELL,147.8,2025-04-27,01:45:00,BUY,147.67,2025-04-27,08:15:00,57.110798910506105,7.424403858367157,0.08795669824088219
234,SELL,147.75,2025-04-27,13:00:00,BUY,147.95,2025-04-27,13:15:00,57.06936352806681,-11.413872705612713,-0.13536379018611752
235,SELL,147.75,2025-04-27,13:30:00,BUY,148.74,2025-04-27,13:45:00,56.88361966666252,-56.314783469996414,-0.670050761421326
236,SELL,148.64,2025-04-27,21:15:00,BUY,149.53,2025-04-27,21:45:00,56.07913377606521,-49.91042906069887,-0.598762109795489
237,SELL,148.47,2025-04-27,22:15:00,BUY,149.0,2025-04-28,04:15:00,55.71699654687521,-29.530008169843924,-0.3569744729575006
238,SELL,150.4,2025-04-28,13:15:00,BUY,148.29,2025-04-28,20:00:00,54.7144327504392,115.44745310342746,1.4029255319149025
239,SELL,146.59,2025-04-28,20:45:00,BUY,147.66,2025-04-28,22:15:00,56.778913225300094,-60.75343715107071,-0.7299270072992654
240,SELL,147.18,2025-04-29,03:15:00,BUY,147.9,2025-04-29,07:00:00,56.051270638141304,-40.356914859461675,-0.48919690175295477
241,SELL,147.73,2025-04-29,13:00:00,BUY,148.89,2025-04-29,16:30:00,55.469160702625274,-64.34422641504513,-0.7852162729303437
242,SELL,147.39,2025-04-29,21:15:00,BUY,147.45,2025-04-30,03:30:00,55.076364910355025,-3.304581894621427,-0.04070832485243387
243,SELL,146.21,2025-04-30,07:45:00,BUY,147.15,2025-04-30,10:00:00,55.39385894766639,-52.070227410806275,-0.6429108816086435
244,SELL,145.4,2025-04-30,12:45:00,BUY,145.54,2025-04-30,18:15:00,55.256072580631795,-7.735850161287697,-0.09628610729022445
245,SELL,151.04,2025-05-01,17:45:00,BUY,151.25,2025-05-02,00:30:00,53.046637080426805,-11.139793786890051,-0.13903601694915782
246,SELL,150.42,2025-05-02,02:00:00,BUY,150.0,2025-05-02,10:30:00,53.09012541383518,22.297852673810112,0.27921818907059404
247,SELL,149.71,2025-05-02,17:15:00,BUY,148.78,2025-05-03,02:30:00,53.38573680676214,49.648735230289155,0.6212009885779218
248,SELL,147.85,2025-05-03,05:15:00,BUY,147.99,2025-05-03,13:00:00,54.27030030203337,-7.597842042285474,-0.09469056476159268
249,SELL,147.29,2025-05-03,17:00:00,BUY,147.78,2025-05-03,21:30:00,54.33145093263986,-26.622410956994027,-0.3326770317061641
250,SELL,146.93,2025-05-03,23:15:00,BUY,145.62,2025-05-04,12:30:00,54.18877484879321,70.98729505191923,0.891581024977882
251,SELL,145.34,2025-05-04,13:30:00,BUY,145.68,2025-05-04,14:15:00,55.13445098937809,-18.74571333638874,-0.23393422320077292
252,SELL,146.33,2025-05-04,20:15:00,BUY,146.64,2025-05-04,20:30:00,54.53933613822151,-16.90719420284724,-0.21184992824436125
253,SELL,146.04,2025-05-04,22:30:00,BUY,145.77,2025-05-05,04:30:00,54.43371509702995,14.697103076197097,0.18488085456038197
254,SELL,144.92,2025-05-05,10:30:00,BUY,145.16,2025-05-05,17:30:00,54.84283387435521,-13.16228012984575,-0.16560861164781196
255,SELL,146.06,2025-05-06,01:15:00,BUY,145.58,2025-05-06,07:15:00,54.2257436742602,26.02835696364434,0.3286320690127275
256,SELL,144.48,2025-05-06,08:15:00,BUY,143.41,2025-05-06,16:15:00,54.89345636826847,58.73599831404689,0.7405869324473929
257,SELL,143.01,2025-05-06,16:45:00,BUY,143.79,2025-05-06,17:30:00,55.73516799486731,-43.47343103599657,-0.5454164044472423
258,SELL,146.17,2025-05-07,04:00:00,BUY,147.18,2025-05-07,08:00:00,54.14762511643871,-54.689101367604145,-0.6909762605185875
259,SELL,146.57,2025-05-07,13:15:00,BUY,147.32,2025-05-07,21:30:00,53.538775558971956,-40.154081669228965,-0.5117008937708944
260,SELL,161.85,2025-05-09,04:15:00,BUY,162.67,2025-05-09,05:45:00,48.159527702420554,-39.490812715984525,-0.5066419524250808
261,SELL,169.0,2025-05-09,17:00:00,BUY,170.52,2025-05-09,17:15:00,45.81216563978161,-69.63449177246852,-0.8994082840236747
262,SELL,171.33,2025-05-10,01:15:00,BUY,171.77,2025-05-10,07:15:00,44.71417524679076,-19.674237108587832,-0.25681433490923816
263,SELL,171.4,2025-05-10,07:45:00,BUY,172.26,2025-05-10,08:00:00,44.50444515566602,-38.27382283387212,-0.5017502917152772
264,SELL,171.34,2025-05-10,09:45:00,BUY,171.94,2025-05-10,10:15:00,44.225600246587824,-26.535360147952442,-0.350180926812183
265,SELL,171.32,2025-05-10,10:30:00,BUY,171.67,2025-05-10,14:00:00,43.996852803276454,-15.398898481146508,-0.20429605416763622
266,SELL,175.13,2025-05-11,06:15:00,BUY,172.63,2025-05-11,19:15:00,42.874298590672,107.18574647668,1.4275109918346371
267,SELL,171.31,2025-05-11,22:45:00,BUY,172.54,2025-05-11,23:30:00,44.3420576940239,-54.54073096364894,-0.717996614324902
268,SELL,175.2,2025-05-12,11:30:00,BUY,176.3,2025-05-12,13:00:00,42.98156026848897,-47.279716295338844,-0.6278538812785518
269,SELL,174.34,2025-05-12,16:00:00,BUY,173.84,2025-05-12,22:45:00,42.85115977654787,21.425579888273933,0.2867959160261558
270,SELL,171.64,2025-05-13,01:00:00,BUY,171.5,2025-05-13,06:45:00,43.558704196718715,6.098218587540026,0.08156606851548961
271,SELL,179.36,2025-05-14,02:30:00,BUY,182.72,2025-05-14,06:00:00,41.639415064422224,-139.90843461645807,-1.8733273862622575
272,SELL,180.65,2025-05-14,08:15:00,BUY,181.35,2025-05-14,12:15:00,40.5270385476498,-28.368926983354402,-0.3874896208137219
273,SELL,179.8,2025-05-14,13:15:00,BUY,176.84,2025-05-14,22:15:00,40.48897049353325,119.84735266085875,1.6462736373748652
274,SELL,176.54,2025-05-14,22:30:00,BUY,177.63,2025-05-15,00:15:00,41.80615601198061,-45.56871005305901,-0.617423813300104
275,SELL,175.37,2025-05-15,01:45:00,BUY,171.63,2025-05-15,16:15:00,41.76039202693673,156.18386618074373,2.1326338598392023
276,SELL,169.47,2025-05-15,19:00:00,BUY,171.66,2025-05-16,00:45:00,44.008678776606004,-96.37900652076705,-1.2922641175429268
277,SELL,170.52,2025-05-16,08:30:00,BUY,172.73,2025-05-16,10:15:00,43.11199555929991,-95.27751018605193,-1.2960356556415549
278,SELL,171.42,2025-05-16,15:00:00,BUY,168.76,2025-05-17,04:30:00,42.28059439471865,112.46638108995145,1.5517442538793587
279,SELL,167.42,2025-05-17,09:30:00,BUY,167.75,2025-05-17,15:30:00,43.84741583694548,-14.469647226192556,-0.19710906701709027
280,SELL,166.83,2025-05-17,16:15:00,BUY,167.39,2025-05-17,21:15:00,43.833772097047266,-24.54691237434532,-0.3356710423784534
281,SELL,164.89,2025-05-17,22:15:00,BUY,166.36,2025-05-18,00:45:00,44.123664352295506,-64.8617865978756,-0.891503426526792
282,SELL,170.63,2025-05-18,18:30:00,BUY,171.62,2025-05-18,23:45:00,42.19931515740336,-41.77732200582971,-0.5802027779405785
283,SELL,167.39,2025-05-19,01:15:00,BUY,162.26,2025-05-19,14:30:00,42.69198396904798,219.00987776121596,3.0646992054483517
284,SELL,168.3,2025-05-20,07:00:00,BUY,167.19,2025-05-20,17:30:00,43.62048578967415,48.418739226538904,0.6595365418894912
285,SELL,164.81,2025-05-20,19:00:00,BUY,166.95,2025-05-20,19:45:00,44.736215481911614,-95.73550113129025,-1.2984648989745684
286,SELL,168.76,2025-05-21,08:00:00,BUY,169.27,2025-05-21,12:00:00,43.071850116433076,-21.9666435593817,-0.30220431381845186
287,SELL,166.89,2025-05-21,17:45:00,BUY,170.07,2025-05-21,20:45:00,43.341370863670186,-137.8255593464715,-1.9054467014201013
288,SELL,177.16,2025-05-22,14:00:00,BUY,178.56,2025-05-22,14:30:00,40.013922007549645,-56.01949081056973,-0.7902461052156275
289,SELL,177.79,2025-05-22,20:00:00,BUY,179.17,2025-05-22,23:30:00,39.49674245946204,-54.505504594057435,-0.7761966364812394
290,SELL,180.82,2025-05-23,06:15:00,BUY,184.05,2025-05-23,08:15:00,38.47445964591577,-124.27250465630864,-1.7863068244663303
291,SELL,177.87,2025-05-23,12:00:00,BUY,182.4,2025-05-23,15:45:00,38.37169241322545,-173.82376663191135,-2.5468038455051447
292,SELL,180.62,2025-05-23,16:00:00,BUY,181.93,2025-05-23,16:30:00,36.8005929636262,-48.208776782350405,-0.7252795925146729
293,SELL,179.95,2025-05-23,16:45:00,BUY,181.51,2025-05-23,17:15:00,36.61471418086442,-57.11895412214857,-0.8669074742984175
294,SELL,180.0,2025-05-23,18:30:00,BUY,176.0,2025-05-24,05:00:00,36.23323218651159,144.93292874604637,2.2222222222222223
295,SELL,174.75,2025-05-24,05:45:00,BUY,175.43,2025-05-24,09:45:00,38.04174199814211,-25.868384558736892,-0.38912732474964623
296,SELL,175.72,2025-05-24,16:30:00,BUY,176.3,2025-05-24,17:00:00,37.61770798470458,-21.818270631129128,-0.33007056681084257
297,SELL,176.13,2025-05-24,22:45:00,BUY,172.22,2025-05-25,13:45:00,37.3410334053607,146.0034406149602,2.2199511724294534
298,SELL,170.75,2025-05-25,14:45:00,BUY,171.38,2025-05-25,18:45:00,39.255224412819,-24.73079138007579,-0.3689604685212272
299,SELL,176.65,2025-05-26,10:15:00,BUY,177.82,2025-05-26,12:00:00,37.7432574642774,-44.15961123320408,-0.6623266345881615
300,SELL,176.81,2025-05-26,14:30:00,BUY,174.63,2025-05-27,06:15:00,37.39781379994752,81.52723408388584,1.2329619365420545
301,SELL,176.86,2025-05-27,21:30:00,BUY,174.42,2025-05-28,12:15:00,37.75670001159543,92.12634802829383,1.3796223001244068
302,SELL,173.3,2025-05-28,13:45:00,BUY,171.43,2025-05-28,22:00:00,38.96020086998131,72.85557562686522,1.0790536641661883
303,SELL,171.63,2025-05-29,05:15:00,BUY,172.98,2025-05-29,09:00:00,39.6681775639616,-53.55203971134793,-0.7865757734661739
304,SELL,172.03,2025-05-29,10:30:00,BUY,173.2,2025-05-29,11:30:00,39.204748960798575,-45.86955628413384,-0.6801139336162224
305,SELL,171.56,2025-05-29,12:45:00,BUY,156.04,2025-05-31,00:00:00,38.98321973559661,605.0195702964598,9.046397761716024
