,trade_number,entry_type,entry_price,entry_date,entry_time,exit_type,exit_price,exit_date,exit_time,size,pnl,pnl_percentage
134,135,BUY,130.15,2025-03-10,09:30:00,SELL,126.94,2025-03-10,10:45:00,56.00389689760284,-179.77250904130557,-2.466384940453329
135,136,BUY,128.23,2025-03-10,11:30:00,SELL,124.91,2025-03-10,14:00:00,55.399603539246996,-183.92668375029965,-2.589097715043277
136,137,BUY,120.09,2025-03-11,02:30:00,SELL,121.45,2025-03-11,13:15:00,57.598202410495674,78.33355527827408,1.1324839703555662
137,138,BUY,124.01,2025-03-11,13:45:00,SELL,122.67,2025-03-11,14:00:00,56.26636857226806,-75.39693388683939,-1.080558019514558
138,139,BUY,124.93,2025-03-11,16:00:00,SELL,125.36,2025-03-11,23:30:00,55.16871683243979,23.722548237948704,0.34419274793883986
139,140,BUY,124.15000000000002,2025-03-12,08:30:00,SELL,123.45,2025-03-12,15:15:00,55.60011384438447,-38.92007969107007,-0.5638340716874884
140,141,BUY,126.48000000000002,2025-03-12,21:15:00,SELL,124.98,2025-03-13,01:45:00,54.17572579187932,-81.26358868781975,-1.1859582542694609
141,142,BUY,126.04,2025-03-13,02:00:00,SELL,125.64,2025-03-13,03:30:00,53.6496629030167,-21.459865161206984,-0.3173595683909915
142,143,BUY,125.26,2025-03-13,09:00:00,SELL,124.15,2025-03-13,14:00:00,53.714290896396726,-59.62286289500034,-0.8861567938687525
143,144,BUY,123.76,2025-03-13,23:00:00,SELL,133.21,2025-03-15,01:30:00,53.809150481686494,508.49647205193753,7.635746606334844
144,145,BUY,134.09,2025-03-15,02:15:00,SELL,133.43,2025-03-15,06:00:00,53.16844016357331,-35.0911705079582,-0.492206726825264
145,146,BUY,134.11,2025-03-15,12:30:00,SELL,133.85,2025-03-15,19:15:00,52.807240452535446,-13.729882517660236,-0.1938707031541416
146,147,BUY,135.16,2025-03-15,20:45:00,SELL,134.51,2025-03-16,02:15:00,52.20494957352914,-33.93321722279424,-0.4809115122817444
147,148,BUY,135.63,2025-03-16,06:45:00,SELL,134.09,2025-03-16,07:15:00,51.68394444620043,-79.59327444714825,-1.1354420113544144
148,149,BUY,127.82,2025-03-17,01:45:00,SELL,127.83,2025-03-17,06:45:00,54.14654955907539,0.5414654955910309,0.007823501799409417
149,150,BUY,128.65,2025-03-17,07:15:00,SELL,128.29,2025-03-17,12:45:00,53.707380171271616,-19.334656861658516,-0.27982899339293715
150,151,BUY,128.29,2025-03-17,18:00:00,SELL,127.84,2025-03-17,23:30:00,53.608542097323706,-24.12384394379506,-0.3507677917218713
151,152,BUY,125.44,2025-03-18,08:45:00,SELL,124.18,2025-03-18,10:30:00,54.54419194631296,-68.72568185235383,-1.0044642857142785
152,153,BUY,123.7,2025-03-18,18:15:00,SELL,124.28,2025-03-19,02:45:00,54.67022910785176,31.708732882553928,0.4688763136620843
153,154,BUY,125.07000000000001,2025-03-19,03:15:00,SELL,133.55,2025-03-20,02:15:00,54.21795995464025,459.76830041534953,6.780203086271691
154,155,BUY,133.91,2025-03-20,02:45:00,SELL,133.36,2025-03-20,04:15:00,53.80102465241671,-29.590563558828272,-0.41072362034200804
155,156,BUY,134.31,2025-03-20,06:30:00,SELL,133.43,2025-03-20,10:00:00,53.325781667126805,-46.926687867071344,-0.6552006552006517
156,157,BUY,128.65,2025-03-21,01:15:00,SELL,127.87,2025-03-21,04:00:00,55.21991301744038,-43.07153215360356,-0.6062961523513417
157,158,BUY,128.33,2025-03-21,04:15:00,SELL,127.75,2025-03-21,05:30:00,54.92961736531799,-31.85917807188512,-0.4519597911634165
158,159,BUY,128.15,2025-03-21,08:30:00,SELL,127.53,2025-03-21,10:00:00,54.666337514844365,-33.893129259203754,-0.4838080374561096
159,160,BUY,128.96,2025-03-21,18:45:00,SELL,128.0,2025-03-22,03:00:00,53.97457435165327,-51.815591377587566,-0.7444168734491377
160,161,BUY,128.68,2025-03-22,03:30:00,SELL,129.43,2025-03-22,13:45:00,53.607090886589724,40.20531816494229,0.5828411563568542
161,162,BUY,129.77,2025-03-22,18:45:00,SELL,129.03,2025-03-22,21:00:00,53.34985595766171,-39.47889340867015,-0.5702396547738375
162,163,BUY,128.94,2025-03-23,02:15:00,SELL,132.04,2025-03-23,16:45:00,53.296543336966074,165.21928434459454,2.4042190165968624
163,164,BUY,131.81,2025-03-23,23:30:00,SELL,141.62,2025-03-24,18:30:00,53.230663213284735,522.1928061223234,7.442530915712012
164,165,BUY,142.74,2025-03-24,19:30:00,SELL,142.35,2025-03-24,19:45:00,52.53320559569133,-20.487950182320393,-0.2732240437158573
165,166,BUY,142.7,2025-03-24,20:00:00,SELL,141.8,2025-03-24,21:00:00,52.311831514027084,-47.08064836262319,-0.6306937631394376
166,167,BUY,139.97,2025-03-25,08:30:00,SELL,144.03,2025-03-25,21:30:00,52.91157505783181,214.82099473479727,2.900621561763237
167,168,BUY,143.82,2025-03-26,06:45:00,SELL,143.42,2025-03-26,13:30:00,52.81121854197436,-21.124487416790046,-0.2781254345709955
168,169,BUY,138.22,2025-03-27,01:30:00,SELL,138.57,2025-03-27,07:15:00,54.70524005319727,19.146834018618733,0.2532195051367344
169,170,BUY,138.91,2025-03-27,07:30:00,SELL,138.64,2025-03-27,07:45:00,54.45697525371441,-14.703383318503448,-0.19437045569074238
170,171,BUY,138.8,2025-03-27,08:00:00,SELL,138.27,2025-03-27,08:15:00,54.29997104672797,-28.778984654765885,-0.381844380403459
171,172,BUY,139.69,2025-03-27,15:00:00,SELL,137.45,2025-03-27,18:00:00,53.659817422213585,-120.19799102575892,-1.6035507194502177
172,173,BUY,138.97,2025-03-27,18:45:00,SELL,138.14,2025-03-27,23:45:00,53.010631707202634,-43.99882431697885,-0.5972512052961161
173,174,BUY,129.83,2025-03-29,00:15:00,SELL,128.94,2025-03-29,02:30:00,56.313127304198225,-50.11868330073725,-0.6855118231533657
