datetime,open,high,low,close,volume
2025-05-01 00:00:00,147.4700,148.3900,147.4700,148.1000,228517.24
2025-05-01 00:15:00,148.1100,148.4000,147.8400,147.9500,196676.57
2025-05-01 00:30:00,147.9400,147.9500,147.4700,147.7100,120666.91
2025-05-01 00:45:00,147.7100,148.1000,147.6900,147.8800,95456.33
2025-05-01 01:00:00,147.8900,148.6000,147.8800,148.1500,201148.39
2025-05-01 01:15:00,148.1500,148.8300,148.1300,148.5200,153935.44
2025-05-01 01:30:00,148.5200,148.9700,148.3800,148.7200,197608.79
2025-05-01 01:45:00,148.7200,148.9300,148.4200,148.8600,121023.14
2025-05-01 02:00:00,148.8600,149.2900,148.6900,149.0300,176312.31
2025-05-01 02:15:00,149.0400,149.5200,149.0100,149.3700,169005.69
2025-05-01 02:30:00,149.3700,149.5800,148.9600,149.0400,183580.99
2025-05-01 02:45:00,149.0500,149.3500,148.4900,148.6200,262387.38
2025-05-01 03:00:00,148.6300,149.1900,148.6200,148.7800,131468.43
2025-05-01 03:15:00,148.7700,148.9200,148.5100,148.5500,128144.13
2025-05-01 03:30:00,148.5400,148.9900,148.3200,148.8600,149129.78
2025-05-01 03:45:00,148.8700,148.8700,148.4800,148.6500,99674.65
2025-05-01 04:00:00,148.6500,148.9900,148.4000,148.4700,164788.27
2025-05-01 04:15:00,148.4800,148.5500,148.0200,148.0400,126897.91
2025-05-01 04:30:00,148.0400,148.4500,147.9100,148.4200,126509.80
2025-05-01 04:45:00,148.4200,148.5600,148.2100,148.4800,62276.61
2025-05-01 05:00:00,148.4800,148.8600,148.1800,148.6900,114044.58
2025-05-01 05:15:00,148.6800,148.8400,148.4800,148.5900,58378.82
2025-05-01 05:30:00,148.5900,149.3800,148.4400,149.2100,157577.79
2025-05-01 05:45:00,149.2100,149.3800,148.8800,149.0800,122956.58
2025-05-01 06:00:00,149.0800,149.2300,148.5600,148.5900,106123.52
2025-05-01 06:15:00,148.5800,148.7600,148.4600,148.7500,56910.68
2025-05-01 06:30:00,148.7600,148.8600,148.2800,148.3400,109934.50
2025-05-01 06:45:00,148.3400,148.7000,148.1500,148.6400,111572.70
2025-05-01 07:00:00,148.6300,148.8900,148.3500,148.8800,81407.84
2025-05-01 07:15:00,148.8700,149.0400,148.6700,148.9300,73070.57
2025-05-01 07:30:00,148.9400,149.9600,148.9100,149.8400,287000.07
2025-05-01 07:45:00,149.8400,150.2000,149.6900,149.7000,362084.02
2025-05-01 08:00:00,149.7000,150.1700,149.4600,150.0000,243305.61
2025-05-01 08:15:00,150.0000,150.9800,150.0000,150.7900,474179.57
2025-05-01 08:30:00,150.7900,150.9400,150.4400,150.4600,124178.08
2025-05-01 08:45:00,150.4600,150.7000,150.4000,150.6600,88300.14
2025-05-01 09:00:00,150.6600,150.7700,150.2500,150.5000,136607.68
2025-05-01 09:15:00,150.5000,150.8800,150.3800,150.6800,119810.27
2025-05-01 09:30:00,150.6800,151.7800,150.5400,151.6000,419214.98
2025-05-01 09:45:00,151.6100,151.7200,151.0700,151.1100,287739.10
2025-05-01 10:00:00,151.1100,151.5700,151.1000,151.3900,188078.67
2025-05-01 10:15:00,151.4000,152.0000,151.3900,151.9900,493512.99
2025-05-01 10:30:00,151.9900,152.1500,151.3900,151.7100,335972.65
2025-05-01 10:45:00,151.7000,151.9800,151.1700,151.9500,241897.82
2025-05-01 11:00:00,151.9500,152.3800,151.8900,152.1600,310308.94
2025-05-01 11:15:00,152.1600,152.2000,151.3400,151.5800,245441.14
2025-05-01 11:30:00,151.5900,152.1200,151.5000,151.9000,163605.16
2025-05-01 11:45:00,151.9000,152.0300,151.5900,151.6700,108868.11
2025-05-01 12:00:00,151.6800,151.9900,151.5200,151.7200,157383.17
2025-05-01 12:15:00,151.7300,151.7800,151.2000,151.3200,224743.25
2025-05-01 12:30:00,151.3100,152.2400,151.1300,152.1000,305446.65
2025-05-01 12:45:00,152.1100,152.1900,151.8100,151.9500,134206.31
2025-05-01 13:00:00,151.9600,152.2700,151.8900,152.1900,160148.16
2025-05-01 13:15:00,152.2000,152.4800,152.0500,152.1600,231711.32
