datetime,open,high,low,close,volume
2025-01-01 00:00:00,189.2200,190.4100,189.0000,190.3800,150133
2025-01-01 00:15:00,190.3900,191.2300,190.2300,190.6100,179437
2025-01-01 00:30:00,190.6000,191.4700,190.5500,191.1500,106228
2025-01-01 00:45:00,191.1600,192.5800,191.0500,192.4400,150742
2025-01-01 01:00:00,192.4400,192.5600,191.3400,191.5400,113644
2025-01-01 01:15:00,191.5400,191.5400,190.5700,191.0600,92874
2025-01-01 01:30:00,191.0500,191.5500,190.8500,191.0900,50753
2025-01-01 01:45:00,191.0900,191.1400,190.2500,190.6200,77703
2025-01-01 02:00:00,190.6300,191.1400,190.5200,191.1300,49055
2025-01-01 02:15:00,191.1300,191.1300,190.3100,190.5600,40946
2025-01-01 02:30:00,190.5600,191.2600,190.4900,191.2200,42404
2025-01-01 02:45:00,191.2200,191.9600,191.0200,191.5100,71726
2025-01-01 03:00:00,191.5200,191.5200,190.9100,191.0500,42363
2025-01-01 03:15:00,191.0500,191.1800,190.4700,190.5100,55758
2025-01-01 03:30:00,190.5100,190.6300,190.2900,190.4400,45971
2025-01-01 03:45:00,190.4300,190.4500,189.9300,190.3100,36361
2025-01-01 04:00:00,190.3100,190.3100,189.5300,189.9800,81394
2025-01-01 04:15:00,189.9800,190.1400,189.6300,189.7700,54221
2025-01-01 04:30:00,189.7700,189.8000,189.2500,189.6800,70887
2025-01-01 04:45:00,189.6700,189.8000,189.3000,189.4100,69176
2025-01-01 05:00:00,189.4100,190.3000,189.2500,190.0200,65870
2025-01-01 05:15:00,190.0200,190.5200,189.8600,190.3200,96146
2025-01-01 05:30:00,190.3100,190.5500,189.8900,190.2900,40962
2025-01-01 05:45:00,190.2800,190.4200,189.9300,190.0200,31830
2025-01-01 06:00:00,190.0200,190.1800,189.4600,189.5400,52463
2025-01-01 06:15:00,189.5500,189.9800,189.4900,189.8500,38114
2025-01-01 06:30:00,189.8400,190.0600,189.2700,190.0500,59372
2025-01-01 06:45:00,190.0600,190.1920,189.5800,190.1800,44825
2025-01-01 07:00:00,190.1800,190.2400,189.6900,189.8100,39854
2025-01-01 07:15:00,189.8100,190.0700,189.6000,189.7900,40171
2025-01-01 07:30:00,189.7800,190.0900,189.5800,190.0900,59048
2025-01-01 07:45:00,190.0800,190.1700,189.9000,189.9600,32594
2025-01-01 08:00:00,189.9700,190.6400,189.8700,190.4500,55952
2025-01-01 08:15:00,190.4600,190.4600,189.2800,189.7100,76326
2025-01-01 08:30:00,189.7000,189.9800,189.4800,189.8400,44184
2025-01-01 08:45:00,189.8300,189.8600,189.1800,189.2800,64969
2025-01-01 09:00:00,189.2900,189.6600,188.6100,188.8300,125317
2025-01-01 09:15:00,188.8300,188.8300,188.0400,188.4100,174449
2025-01-01 09:30:00,188.4200,188.8700,187.8200,188.3800,129281
2025-01-01 09:45:00,188.3800,189.1500,188.0400,189.0600,82700
2025-01-01 10:00:00,189.0700,189.7200,189.0700,189.5900,81428
2025-01-01 10:15:00,189.6000,190.4100,189.4800,190.0900,97257
2025-01-01 10:30:00,190.0900,190.7200,190.0000,190.5800,101004
2025-01-01 10:45:00,190.5700,190.9300,189.9400,190.1500,77745
2025-01-01 11:00:00,190.1600,190.6600,189.8000,190.4300,73223
2025-01-01 11:15:00,190.4300,191.1500,190.4300,191.1300,104755
2025-01-01 11:30:00,191.1300,191.6750,190.8300,191.5600,94387
2025-01-01 11:45:00,191.5500,191.7400,191.0000,191.2200,87150
2025-01-01 12:00:00,191.2300,191.6200,190.6200,190.7300,78325
2025-01-01 12:15:00,190.7400,191.5900,190.7300,191.2900,76791
2025-01-01 12:30:00,191.2900,191.6400,191.0800,191.1000,55720
2025-01-01 12:45:00,191.1000,191.1100,190.4000,190.8600,84010
2025-01-01 13:00:00,190.8500,191.2500,189.8200,190.1800,130556
2025-01-01 13:15:00,190.1800,190.4000,189.4800,189.6000,95662
2025-01-01 13:30:00,189.6000,190.1400,189.5800,189.9000,64967
2025-01-01 13:45:00,189.9000,190.3000,189.8800,190.1600,60214
2025-01-01 14:00:00,190.1600,191.4000,190.0700,190.8500,132660
2025-01-01 14:15:00,190.8500,190.9700,189.7700,189.8400,76338
2025-01-01 14:30:00,189.8400,190.2400,189.0200,190.0300,143383
2025-01-01 14:45:00,190.0400,190.8900,189.7700,190.7800,84182
2025-01-01 15:00:00,190.7900,191.1000,189.8400,190.1000,89968
2025-01-01 15:15:00,190.0900,190.5800,189.8600,190.4200,53524
2025-01-01 15:30:00,190.4100,191.4400,190.2000,191.4300,71517
2025-01-01 15:45:00,191.4300,192.0900,191.3200,191.8100,153470
2025-01-01 16:00:00,191.8200,192.2100,190.9300,191.0700,101427
2025-01-01 16:15:00,191.0600,191.2600,190.5100,190.9800,86876
2025-01-01 16:30:00,190.9800,191.2800,190.4100,190.4300,65255
2025-01-01 16:45:00,190.4300,190.8400,189.9500,190.4000,80931
2025-01-01 17:00:00,190.4100,190.5500,189.5000,189.6100,105631
2025-01-01 17:15:00,189.6200,189.8000,189.1200,189.7400,86151
2025-01-01 17:30:00,189.7400,190.2200,189.6020,189.9900,55210
2025-01-01 17:45:00,190.0000,190.5200,189.4100,190.4900,56422
2025-01-01 18:00:00,190.4900,190.6200,189.7600,190.2400,55437
2025-01-01 18:15:00,190.2400,190.8000,190.0500,190.6700,40309
2025-01-01 18:30:00,190.6700,192.0000,190.5200,191.8000,152933
2025-01-01 18:45:00,191.7900,192.1800,191.2800,191.6200,100118
2025-01-01 19:00:00,191.6200,192.6500,191.4300,192.3400,120863
2025-01-01 19:15:00,192.3500,192.6200,191.8800,192.2700,65619
2025-01-01 19:30:00,192.2600,192.5900,191.4300,192.5200,111843
2025-01-01 19:45:00,192.5100,193.8600,192.2500,193.0300,294333
2025-01-01 20:00:00,193.0200,194.0500,193.0200,193.6400,164338
2025-01-01 20:15:00,193.6400,193.9600,193.1690,193.6900,70948
2025-01-01 20:30:00,193.6900,194.2600,193.4800,194.1300,91922
