datetime,open,high,low,close,volume
2025-06-01 18:45:00,153.4400,154.6800,153.3700,154.6400,276521.66
2025-06-01 19:00:00,154.6400,155.3500,154.4300,154.6700,272717.22
2025-06-01 19:15:00,154.6700,155.2100,154.5900,155.1600,75344.11
2025-06-01 19:30:00,155.1600,155.5400,154.9700,155.5000,141482.46
2025-06-01 19:45:00,155.5100,155.8800,155.4800,155.8100,71995.02
2025-06-01 20:00:00,155.8000,155.9000,155.0800,155.3400,139792.78
2025-06-01 20:15:00,155.3300,155.8300,155.3000,155.6800,64872.54
2025-06-01 20:30:00,155.6800,156.1800,155.5600,156.1000,98172.44
2025-06-01 20:45:00,156.1100,156.1300,155.4100,155.6100,95349.64
2025-06-01 21:00:00,155.6000,156.4400,155.4900,156.3800,97013.10
2025-06-01 21:15:00,156.3800,156.6300,156.1600,156.2200,86860.03
2025-06-01 21:30:00,156.2200,157.2000,156.2100,156.5700,127189.12
2025-06-01 21:45:00,156.5700,156.9000,156.5600,156.8200,43054.67
2025-06-01 22:00:00,156.8100,157.3400,156.6900,157.2700,158836.41
2025-06-01 22:15:00,157.2600,157.3200,156.5400,156.7300,127450.38
2025-06-01 22:30:00,156.7300,156.8200,156.3600,156.4300,89136.42
2025-06-01 22:45:00,156.4300,157.1500,156.2900,157.1300,70151.92
2025-06-01 23:00:00,157.1200,157.8500,157.1000,157.6800,162589.30
2025-06-01 23:15:00,157.6700,157.7600,157.0000,157.0300,95612.23
2025-06-01 23:30:00,157.0200,157.6900,156.8600,157.4000,115749.02
2025-06-01 23:45:00,157.4000,157.7600,157.4000,157.6200,96873.05
2025-06-02 00:00:00,157.6100,157.7200,157.1300,157.4500,167080.73
2025-06-02 00:15:00,157.4500,158.2400,157.1300,157.2100,234203.43
2025-06-02 00:30:00,157.2100,157.8900,157.1400,157.7800,156000.49
2025-06-02 00:45:00,157.7800,157.8900,157.3800,157.7300,90439.37
2025-06-02 01:00:00,157.7400,158.7800,157.7200,158.7500,227326.59
2025-06-02 01:15:00,158.7600,158.8400,158.2600,158.4600,151669.90
