datetime,open,high,low,close,volume
2025-02-01 00:00:00,231.6000,232.6400,230.7200,232.6200,167510
2025-02-01 00:15:00,232.6100,233.0000,231.0700,231.1400,115923
2025-02-01 00:30:00,231.1400,231.9500,230.8000,231.5300,74781
2025-02-01 00:45:00,231.5200,232.4700,231.2700,232.4000,72627
2025-02-01 01:00:00,232.3900,233.6300,232.2700,233.6000,118840
2025-02-01 01:15:00,233.6000,233.8000,232.7000,233.4800,98631
2025-02-01 01:30:00,233.4800,234.0200,233.0500,233.7200,104780
2025-02-01 01:45:00,233.7200,233.7700,232.2500,232.2700,75363
2025-02-01 02:00:00,232.2600,232.2800,231.4300,231.6400,192639
2025-02-01 02:15:00,231.6100,233.4200,231.6000,232.6700,130541
2025-02-01 02:30:00,232.6800,232.8100,231.9300,232.2200,60463
2025-02-01 02:45:00,232.2300,232.7900,232.0600,232.7200,50654
2025-02-01 03:00:00,232.7200,233.0400,231.1100,231.3000,104209
2025-02-01 03:15:00,231.3000,231.4500,230.5900,230.8800,104569
2025-02-01 03:30:00,230.8800,231.3700,230.4900,230.9000,81408
2025-02-01 03:45:00,230.8900,231.6300,230.8400,231.3700,50169
2025-02-01 04:00:00,231.3700,231.8000,230.9600,231.1600,65998
2025-02-01 04:15:00,231.1500,231.8800,230.9200,231.8600,50161
2025-02-01 04:30:00,231.8600,232.4000,231.7300,232.1400,66486
2025-02-01 04:45:00,232.1300,232.2500,231.5000,231.6700,45610
2025-02-01 05:00:00,231.6700,232.3600,231.4700,232.1500,35595
2025-02-01 05:15:00,232.1500,232.7000,231.9800,232.4200,44037
2025-02-01 05:30:00,232.4200,232.9700,232.0100,232.7700,47882
2025-02-01 05:45:00,232.7700,232.9600,231.9200,232.1000,54609
2025-02-01 06:00:00,232.0900,232.1000,231.2200,231.3700,50107
2025-02-01 06:15:00,231.3800,231.5600,230.9100,231.1400,44223
2025-02-01 06:30:00,231.1500,231.4500,230.6300,230.7100,40764
2025-02-01 06:45:00,230.7000,231.4500,230.2400,231.3300,85792
