datetime,open,high,low,close,volume
2025-01-01 00:00:00,93548.80,93690.00,93460.20,93631.20,988.149
2025-01-01 00:15:00,93631.20,93885.00,93588.00,93743.30,1073.305
2025-01-01 00:30:00,93743.40,93948.70,93743.30,93857.10,1181.898
2025-01-01 00:45:00,93857.10,94449.20,93834.80,94363.60,2501.257
2025-01-01 01:00:00,94363.60,94363.70,93882.70,94116.30,1675.921
2025-01-01 01:15:00,94116.30,94116.40,93800.00,93800.00,821.403
2025-01-01 01:30:00,93800.00,93968.80,93796.30,93892.10,476.819
2025-01-01 01:45:00,93892.20,93931.80,93545.00,93588.00,1017.321
2025-01-01 02:00:00,93587.90,93784.50,93561.80,93768.00,832.835
2025-01-01 02:15:00,93767.90,93771.40,93656.90,93719.60,390.461
2025-01-01 02:30:00,93719.90,93910.80,93708.30,93907.30,488.241
2025-01-01 02:45:00,93907.40,94082.40,93886.80,94064.40,585.699
2025-01-01 03:00:00,94064.40,94070.20,93925.90,93938.20,651.660
2025-01-01 03:15:00,93938.20,93938.30,93736.10,93800.00,510.835
2025-01-01 03:30:00,93800.00,93861.80,93768.00,93821.60,369.275
2025-01-01 03:45:00,93821.60,93850.60,93692.60,93810.00,396.940
2025-01-01 04:00:00,93810.00,93810.10,93652.00,93686.50,745.398
2025-01-01 04:15:00,93686.40,93750.00,93640.30,93710.30,405.773
2025-01-01 04:30:00,93710.30,93710.30,93589.00,93613.60,512.473
2025-01-01 04:45:00,93613.70,93653.00,93502.00,93545.00,577.972
2025-01-01 05:00:00,93544.90,93660.00,93520.30,93612.70,542.013
2025-01-01 05:15:00,93612.70,93912.30,93591.20,93866.80,1152.523
2025-01-01 05:30:00,93866.70,93914.70,93763.60,93826.10,489.369
2025-01-01 05:45:00,93826.10,93837.00,93754.40,93760.00,298.120
2025-01-01 06:00:00,93760.00,93760.00,93580.00,93580.10,510.062
2025-01-01 06:15:00,93580.00,93684.10,93580.00,93633.70,450.088
2025-01-01 06:30:00,93633.60,93674.60,93533.30,93674.60,655.963
2025-01-01 06:45:00,93674.60,93735.50,93636.40,93734.20,354.814
2025-01-01 07:00:00,93734.20,93734.30,93627.70,93649.70,253.953
2025-01-01 07:15:00,93649.70,93759.80,93646.90,93759.70,306.750
2025-01-01 07:30:00,93759.70,93785.40,93698.90,93715.30,278.781
2025-01-01 07:45:00,93715.40,93748.10,93651.10,93660.70,318.431
