datetime,open,high,low,close,volume
2025-03-01 00:00:00,84299.60,84487.40,84206.90,84487.30,727.508
2025-03-01 00:15:00,84487.40,84588.40,84222.90,84231.00,887.263
2025-03-01 00:30:00,84230.90,84249.20,84000.00,84127.40,1153.944
2025-03-01 00:45:00,84127.40,84158.50,83779.00,83817.10,1336.026
2025-03-01 01:00:00,83817.10,84030.90,83815.80,83958.80,840.131
2025-03-01 01:15:00,83958.80,84083.10,83804.90,83939.30,824.190
2025-03-01 01:30:00,83939.30,84490.50,83860.00,84490.50,1796.540
2025-03-01 01:45:00,84490.50,84839.00,84365.40,84615.10,3076.368
2025-03-01 02:00:00,84615.10,84735.80,84312.60,84648.70,2079.469
2025-03-01 02:15:00,84648.80,85036.00,84508.00,85034.80,3201.472
2025-03-01 02:30:00,85034.90,85454.00,84906.70,85445.50,5553.030
2025-03-01 02:45:00,85445.50,85638.00,85151.50,85187.50,4082.367
2025-03-01 03:00:00,85187.40,85318.60,84929.60,84974.10,1882.275
2025-03-01 03:15:00,84974.00,85034.60,84900.10,84964.50,1089.158
2025-03-01 03:30:00,84964.60,85462.50,84937.50,85151.50,1927.714
2025-03-01 03:45:00,85151.50,85400.00,85075.00,85279.30,1045.533
2025-03-01 04:00:00,85279.10,85891.80,85256.40,85844.30,4176.481
2025-03-01 04:15:00,85844.20,85941.00,85750.00,85919.90,2291.349
2025-03-01 04:30:00,85919.80,86516.50,85850.00,86499.90,6610.684
2025-03-01 04:45:00,86500.00,86506.10,85953.80,86130.00,3248.957
2025-03-01 05:00:00,86130.00,86215.00,85845.50,85856.70,1982.275
2025-03-01 05:15:00,85856.80,85949.90,85650.00,85781.70,2049.270
2025-03-01 05:30:00,85781.70,85860.00,85670.70,85693.20,988.869
2025-03-01 05:45:00,85693.10,85704.00,85527.80,85545.10,1245.730
2025-03-01 06:00:00,85546.60,85619.00,85358.00,85400.00,2113.304
2025-03-01 06:15:00,85400.00,85431.90,85160.00,85220.00,2614.410
2025-03-01 06:30:00,85220.00,85247.50,84777.00,85010.80,4288.252
2025-03-01 06:45:00,85010.70,85054.30,84912.80,85023.90,1256.326
2025-03-01 07:00:00,85023.80,85023.90,84895.00,84936.10,1771.308
2025-03-01 07:15:00,84936.20,85010.00,84904.70,84960.00,1209.656
2025-03-01 07:30:00,84960.00,84971.40,84710.10,84795.40,1834.924
2025-03-01 07:45:00,84795.40,84892.00,84698.80,84707.30,1559.272
2025-03-01 08:00:00,84707.20,84989.00,84707.20,84977.50,1971.798
