datetime,open,high,low,close,volume
2025-04-01 00:00:00,82517.50,82676.20,82434.10,82437.90,1524.112
2025-04-01 00:15:00,82437.90,82715.00,82383.30,82591.00,1149.201
2025-04-01 00:30:00,82591.00,82700.00,82500.30,82692.80,655.089
2025-04-01 00:45:00,82692.80,82775.40,82520.00,82598.40,1325.163
2025-04-01 01:00:00,82598.40,82633.90,82409.60,82526.80,956.332
2025-04-01 01:15:00,82526.90,82688.60,82456.10,82664.80,715.397
2025-04-01 01:30:00,82664.90,82700.00,82505.00,82539.90,471.838
2025-04-01 01:45:00,82540.00,82710.20,82539.90,82670.90,871.164
2025-04-01 02:00:00,82670.90,82813.50,82610.10,82813.40,616.862
2025-04-01 02:15:00,82813.40,82994.50,82813.40,82852.00,1621.952
2025-04-01 02:30:00,82852.00,82920.10,82750.90,82918.50,667.012
2025-04-01 02:45:00,82918.50,83094.30,82840.50,83060.70,1221.564
2025-04-01 03:00:00,83060.80,83162.70,82988.20,83140.00,1014.782
2025-04-01 03:15:00,83140.00,83213.00,83034.00,83045.90,1163.450
2025-04-01 03:30:00,83046.00,83086.30,82939.00,82960.00,825.280
2025-04-01 03:45:00,82960.10,83051.40,82888.00,82929.90,445.022
2025-04-01 04:00:00,82930.00,82991.20,82856.00,82897.80,845.597
2025-04-01 04:15:00,82897.70,83011.00,82846.10,83009.90,595.542
2025-04-01 04:30:00,83010.00,83194.90,83009.90,83129.60,746.798
2025-04-01 04:45:00,83129.70,83133.30,83011.20,83025.20,421.245
2025-04-01 05:00:00,83025.30,83135.50,82970.80,83135.50,643.460
2025-04-01 05:15:00,83135.40,83292.00,83127.40,83249.90,1348.551
2025-04-01 05:30:00,83249.90,83290.00,83085.40,83132.90,516.027
2025-04-01 05:45:00,83132.90,83153.80,82951.00,82967.10,924.141
2025-04-01 06:00:00,82967.20,83011.00,82852.80,82962.00,1176.935
2025-04-01 06:15:00,82961.90,83100.00,82930.20,83100.00,645.051
2025-04-01 06:30:00,83100.00,83355.70,83080.20,83324.00,1572.396
2025-04-01 06:45:00,83324.00,83460.00,83251.50,83420.10,1652.999
2025-04-01 07:00:00,83420.20,83487.90,83334.00,83464.10,1317.448
2025-04-01 07:15:00,83464.00,83547.30,83342.30,83416.90,988.145
2025-04-01 07:30:00,83416.90,83565.00,83355.80,83491.60,1147.852
2025-04-01 07:45:00,83491.50,83544.00,83395.10,83415.20,689.840
2025-04-01 08:00:00,83415.20,83666.00,83401.00,83658.40,1604.501
2025-04-01 08:15:00,83658.40,84000.00,83658.30,83892.60,3887.345
2025-04-01 08:30:00,83892.60,84150.00,83878.60,83949.90,3694.322
2025-04-01 08:45:00,83950.00,84181.20,83949.90,84069.90,2075.048
2025-04-01 09:00:00,84070.00,84287.00,84062.00,84114.60,3436.859
2025-04-01 09:15:00,84114.70,84259.20,84090.00,84185.90,1753.106
2025-04-01 09:30:00,84185.90,84333.30,84155.00,84295.60,1924.111
2025-04-01 09:45:00,84295.60,84359.00,84219.20,84314.80,1324.076
2025-04-01 10:00:00,84314.80,84355.70,84123.30,84250.10,2429.685
2025-04-01 10:15:00,84250.00,84474.80,84250.00,84378.60,2611.995
2025-04-01 10:30:00,84378.50,84400.00,84128.20,84199.60,2723.127
2025-04-01 10:45:00,84199.60,84307.80,84107.10,84139.90,1323.693
2025-04-01 11:00:00,84139.90,84170.00,83908.30,84065.40,2681.279
2025-04-01 11:15:00,84066.40,84138.80,83945.10,84010.50,1094.881
2025-04-01 11:30:00,84010.60,84010.60,83790.00,83938.00,2225.724
2025-04-01 11:45:00,83938.10,84010.00,83834.30,83879.90,1197.886
2025-04-01 12:00:00,83880.00,84092.50,83871.60,84052.50,1659.975
2025-04-01 12:15:00,84052.40,84119.40,83867.60,84025.00,1332.749
2025-04-01 12:30:00,84024.90,84024.90,83632.70,83714.10,1829.459
2025-04-01 12:45:00,83714.10,83770.00,83549.20,83569.70,2437.328
2025-04-01 13:00:00,83569.70,83786.40,83550.00,83736.60,1762.317
2025-04-01 13:15:00,83736.50,83736.60,83575.60,83638.90,1206.704
2025-04-01 13:30:00,83638.80,83798.10,83360.20,83696.00,5207.383
2025-04-01 13:45:00,83696.10,83869.00,83485.70,83619.50,3898.268
2025-04-01 14:00:00,83623.10,83683.80,82596.80,82758.90,11602.039
2025-04-01 14:15:00,82758.90,83029.60,82505.00,82929.40,5530.226
2025-04-01 14:30:00,82929.30,83625.00,82895.90,83474.40,6463.341
2025-04-01 14:45:00,83474.40,84332.30,83392.20,84147.30,9043.718
2025-04-01 15:00:00,84147.40,84879.40,84133.80,84865.80,8521.207
2025-04-01 15:15:00,84865.70,85200.00,84660.70,84706.30,10552.013
2025-04-01 15:30:00,84706.30,85290.00,84704.40,85287.90,5459.384
2025-04-01 15:45:00,85288.00,85475.00,85164.40,85245.40,4640.520
2025-04-01 16:00:00,85245.50,85452.50,85066.30,85143.30,5206.543
2025-04-01 16:15:00,85143.20,85259.00,84758.10,84889.30,4321.662
2025-04-01 16:30:00,84889.30,85096.80,84773.70,84900.10,2398.859
2025-04-01 16:45:00,84900.10,85243.80,84845.20,85067.00,2714.626
2025-04-01 17:00:00,85067.00,85108.00,84857.40,85098.30,1876.910
2025-04-01 17:15:00,85098.40,85117.30,84869.90,85087.50,1207.366
2025-04-01 17:30:00,85087.50,85220.00,85038.60,85061.20,1429.405
2025-04-01 17:45:00,85061.20,85289.60,85040.80,85068.30,1223.057
2025-04-01 18:00:00,85068.40,85088.00,84713.10,84817.70,2392.270
2025-04-01 18:15:00,84817.80,84916.40,84666.30,84854.00,1792.798
2025-04-01 18:30:00,84854.00,85130.40,84807.70,85082.50,1694.032
2025-04-01 18:45:00,85082.50,85110.00,84866.50,85074.30,1078.655
2025-04-01 19:00:00,85074.30,85123.00,84955.20,85078.20,952.891
2025-04-01 19:15:00,85078.10,85140.30,84865.20,84872.20,1237.903
2025-04-01 19:30:00,84872.10,85025.50,84801.40,84945.90,940.001
2025-04-01 19:45:00,84946.00,85070.10,84770.00,84911.70,1526.225
